1541130436619,272.332,-38.1831,-20.0734,48
1541130436719,272.332,-38.1831,-20.0734,48
1541130436818,272.332,-38.1831,-20.0734,48
1541130436917,272.332,-38.1831,-20.0734,48
1541130437019,272.332,-38.1831,-20.0734,48
1541130437117,272.332,-38.1831,-20.0734,48
1541130437221,272.332,-38.1831,-20.0734,48
1541130437316,272.332,-38.1831,-20.0734,48
1541130437418,272.332,-38.1831,-20.0734,48
1541130437517,272.332,-38.1831,-20.0734,48
1541130437619,272.332,-38.1831,-20.0734,48
1541130437719,272.332,-38.1831,-20.0734,48
1541130437818,272.332,-38.1831,-20.0734,48
1541130437918,272.332,-38.1831,-20.0734,48
1541130438017,272.332,-38.1831,-20.0734,48
1541130438118,272.332,-38.1831,-20.0734,48
1541130438218,272.332,-38.1831,-20.0734,48
1541130438320,272.332,-38.1831,-20.0734,48
1541130438417,272.332,-38.1831,-20.0734,48
1541130438521,272.332,-38.1831,-20.0734,48
1541130438617,272.332,-38.1831,-20.0734,48
1541130438718,272.332,-38.1831,-20.0734,48
1541130438816,272.332,-38.1831,-20.0734,48
1541130438918,272.332,-38.1831,-20.0734,48
1541130439020,272.332,-38.1831,-20.0734,48
1541130439119,272.332,-38.1831,-20.0734,48
1541130439218,272.332,-38.1831,-20.0734,48
1541130439317,272.332,-38.1831,-20.0734,48
1541130439420,272.332,-38.1831,-20.0734,48
1541130439516,272.332,-38.1831,-20.0734,48
1541130439619,272.332,-38.1831,-20.0734,48
1541130439716,272.332,-38.1831,-20.0734,48
1541130439819,272.332,-38.1831,-20.0734,48
1541130439917,272.332,-38.1831,-20.0734,48
1541130440019,272.332,-38.1831,-20.0734,48
1541130440117,272.332,-38.1831,-20.0734,48
1541130440216,272.332,-38.1831,-20.0734,48
1541130440318,272.332,-38.1831,-20.0734,48
1541130440418,272.332,-38.1831,-20.0734,48
1541130440519,272.332,-38.1831,-20.0734,48
1541130440619,272.332,-38.1831,-20.0734,48
1541130440716,272.332,-38.1831,-20.0734,48
1541130440818,272.332,-38.1831,-20.0734,48
1541130440920,272.332,-38.1831,-20.0734,48
1541130441020,272.332,-38.1831,-20.0734,48
1541130441117,272.332,-38.1831,-20.0734,48
1541130441219,272.332,-38.1831,-20.0734,48
1541130441320,272.332,-38.1831,-20.0734,48
1541130441417,272.332,-38.1831,-20.0734,48
1541130441517,272.332,-38.1831,-20.0734,48
1541130441618,272.332,-38.1831,-20.0734,48
1541130441718,272.332,-38.1831,-20.0734,48
1541130441820,272.332,-38.1831,-20.0734,48
1541130441920,272.332,-38.1831,-20.0734,48
1541130442018,272.332,-38.1831,-20.0734,48
1541130442121,272.332,-38.1831,-20.0734,48
1541130442219,272.332,-38.1831,-20.0734,48
1541130442317,272.332,-38.1831,-20.0734,48
1541130442416,272.332,-38.1831,-20.0734,48
1541130442519,272.332,-38.1831,-20.0734,48
1541130442617,272.332,-38.1831,-20.0734,48
1541130442720,272.332,-38.1831,-20.0734,48
1541130442816,272.332,-38.1831,-20.0734,48
1541130442920,272.332,-38.1831,-20.0734,48
1541130443016,272.332,-38.1831,-20.0734,48
1541130443118,272.332,-38.1831,-20.0734,48
1541130443219,272.332,-38.1831,-20.0734,48
1541130443320,272.332,-38.1831,-20.0734,48
1541130443417,272.332,-38.1831,-20.0734,48
1541130443520,272.332,-38.1831,-20.0734,48
1541130443617,272.332,-38.1831,-20.0734,48
1541130443718,272.332,-38.1831,-20.0734,48
1541130443818,272.332,-38.1831,-20.0734,48
1541130443920,272.332,-38.1831,-20.0734,48
1541130444018,272.332,-38.1831,-20.0734,48
1541130444118,272.332,-38.1831,-20.0734,48
1541130444220,272.332,-38.1831,-20.0734,48
1541130444319,272.332,-38.1831,-20.0734,48
1541130444419,272.332,-38.1831,-20.0734,48
1541130444520,272.332,-38.1831,-20.0734,48
1541130444618,272.332,-38.1831,-20.0734,48
1541130444721,272.332,-38.1831,-20.0734,48
1541130444818,272.332,-38.1831,-20.0734,48
1541130444917,272.332,-38.1831,-20.0734,48
1541130445017,272.332,-38.1831,-20.0734,48
1541130445117,272.332,-38.1831,-20.0734,48
1541130445217,272.332,-38.1831,-20.0734,48
1541130445318,272.332,-38.1831,-20.0734,48
